close,high,low,open,time,volume
2347.25,2350.25,2342.0,2342.0,1777846440,28563
2337.85,2337.85,2337.85,2337.85,1777846380,0
2337.85,2340.75,2337.8,2340.75,1777846320,1446
2336.7,2336.7,2336.7,2336.7,1777846260,0
2336.7,2336.7,2334.4,2334.4,1777846200,371
2336.05,2336.05,2336.05,2336.05,1777846140,0
2336.05,2336.05,2336.05,2336.05,1777846080,0
2336.05,2336.05,2336.05,2336.05,1777846020,0
2336.05,2336.05,2336.05,2336.05,1777845960,0
2336.05,2336.2,2336.05,2336.2,1777845900,91
2337.05,2337.05,2336.05,2336.05,1777845840,245
2337.7,2342.0,2337.7,2341.05,1777845780,450
2337.45,2338.25,2329.65,2330.85,1777845720,1203
2323.45,2323.45,2323.45,2323.45,1777845660,0
2323.45,2323.45,2323.45,2323.45,1777845600,4
2322.55,2322.95,2322.55,2322.95,1777845540,400
2321.75,2321.75,2321.75,2321.75,1777845480,1
2320.7,2320.7,2320.7,2320.7,1777845420,0
2320.7,2320.7,2320.7,2320.7,1777845360,43
2322.0,2322.0,2322.0,2322.0,1777845300,288
2319.8,2319.85,2319.8,2319.85,1777845240,300
2319.55,2319.55,2319.55,2319.55,1777845180,0
2319.55,2319.55,2319.15,2319.15,1777845120,586
2318.05,2318.05,2318.05,2318.05,1777845060,11
2317.75,2317.8,2317.75,2317.8,1777845000,85
2320.25,2320.25,2320.15,2320.15,1777844940,349
2320.05,2320.05,2320.05,2320.05,1777844880,300
2319.65,2319.95,2319.65,2319.95,1777844820,148
2317.55,2319.35,2317.55,2319.35,1777844760,220
2317.95,2317.95,2317.85,2317.85,1777844700,31
2318.4,2321.55,2310.25,2321.55,1777844640,47390
2321.6,2323.45,2321.6,2323.2,1777844580,2338
2324.95,2326.0,2324.95,2326.0,1777844520,877
2326.95,2327.1,2326.95,2327.1,1777844460,791
2328.95,2328.95,2328.95,2328.95,1777844400,0
2328.95,2328.95,2328.95,2328.95,1777844340,5
2328.8,2328.8,2327.7,2327.7,1777844280,6
2328.7,2328.7,2328.7,2328.7,1777844220,29
2330.45,2330.45,2330.45,2330.45,1777844160,1
2330.55,2330.55,2330.55,2330.55,1777844100,1
2330.2,2330.2,2330.2,2330.2,1777844040,0
2330.2,2330.2,2330.2,2330.2,1777843980,0
2330.2,2330.2,2330.2,2330.2,1777843920,0
2330.2,2330.2,2330.2,2330.2,1777843860,369
2330.0,2330.0,2329.2,2329.2,1777843800,373
2329.55,2329.55,2329.05,2329.05,1777843740,212
2329.7,2329.8,2329.7,2329.8,1777843680,9
2329.6,2329.6,2329.6,2329.6,1777843620,42
2329.0,2329.0,2329.0,2329.0,1777843560,300
2330.3,2330.35,2329.85,2329.85,1777843500,9
